Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2017,Tot_Spndng_2018,Tot_Spndng_2019,Tot_Spndng_2020,Tot_Spndng_2021
Metoprolol Tartrate*,Metoprolol Tartrate,Aurobindo Pharm,26365654,18081765,16640639,16858777,14764915
Olmesartan-Hydrochlorothiazide,Olmesartan/Hydrochlorothiazide,Aurobindo Pharm,412024,6650624,16176955,18019509,14788920
Glipizide ER,Glipizide,Aurobindo Pharm,0,503997,3536066,10422061,14907368
Ondansetron ODT,Ondansetron,Aurobindo Pharm,6386670,10781744,15047281,16564735,15539291
Paroxetine HCl,Paroxetine HCl,Aurobindo Pharm,9543067,10827669,14375244,15918665,15826651
Midodrine HCl,Midodrine HCl,Aurobindo Pharm,0,0,0,27263,16649862
Cinacalcet HCl,Cinacalcet HCl,Aurobindo Pharm,0,0,7999552,25451546,18550040
Amoxicillin-Clavulanate Potass,Amoxicillin/Potassium Clav,Aurobindo Pharm,11083546,11117815,14498610,19912698,18573538
Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,Aurobindo Pharm,20056931,22604259,27274677,19686809,18710572
Ondansetron HCl*,Ondansetron HCl,Aurobindo Pharm,8935082,12108055,15742095,19658042,19017779
Escitalopram Oxalate,Escitalopram Oxalate,Aurobindo Pharm,11671633,13440965,15266577,20255606,19652811
Alendronate Sodium,Alendronate Sodium,Aurobindo Pharm,2366957,5239669,25355487,29056788,21277050
Dalfampridine ER,Dalfampridine,Aurobindo Pharm,0,4799706,29430133,23813464,21858420
Alprazolam,Alprazolam,Aurobindo Pharm,0,4985976,8468180,16428101,22531825
Finasteride,Finasteride,Aurobindo Pharm,13936258,22667533,35254956,27040332,26154493
Methenamine Hippurate,Methenamine Hippurate,Aurobindo Pharm,7355334,15134684,23609131,38289572,26448447
Ezetimibe,Ezetimibe,Aurobindo Pharm,43033,64749968,36958575,21547481,26869050
Metformin HCl,Metformin HCl,Aurobindo Pharm,37568704,35033812,34560989,32097035,27894575
Celecoxib,Celecoxib,Aurobindo Pharm,16125603,28660836,26036076,27457729,29104187
Amiodarone HCl*,Amiodarone HCl,Aurobindo Pharm,2063887,5974542,18703920,26349167,29278507
Quetiapine Fumarate,Quetiapine Fumarate,Aurobindo Pharm,44943,24804,8041821,9864874,29821992
Divalproex Sodium ER,Divalproex Sodium,Aurobindo Pharm,38620824,27249783,28367823,29134991,30774853
Valacyclovir,Valacyclovir HCl,Aurobindo Pharm,15491303,23714667,35509908,27140714,31344561
Imatinib Mesylate,Imatinib Mesylate,Aurobindo Pharm,0,0,0,482459,34127414
Levetiracetam*,Levetiracetam,Aurobindo Pharm,3482588,2769207,18372435,26080542,34180338
Fluoxetine HCl,Fluoxetine HCl,Aurobindo Pharm,21163726,30462555,47871455,37112993,37950116
Montelukast Sodium,Montelukast Sodium,Aurobindo Pharm,8359543,10427519,21228349,28215505,40712498
Omeprazole,Omeprazole,Aurobindo Pharm,0,6629037,64446309,39078033,42229737
Clozapine,Clozapine,Aurobindo Pharm,1431684,7761475,12102432,28118410,44390878
Esomeprazole Magnesium,Esomeprazole Magnesium,Aurobindo Pharm,24144935,46564137,19395238,43155835,46213888
Rosuvastatin Calcium,Rosuvastatin Calcium,Aurobindo Pharm,0,5613266,105679370,71799517,56818645
Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide,Aurobindo Pharm,22616882,24690775,43144381,91923432,56989692
Clopidogrel,Clopidogrel Bisulfate,Aurobindo Pharm,33538547,54708137,56834392,43658411,60542074
Tamsulosin HCl,Tamsulosin HCl,Aurobindo Pharm,30733347,41748484,57829520,81652799,71969201
Famotidine*,Famotidine,Aurobindo Pharm,4020610,4774042,7100424,34150745,74037880
Sertraline HCl,Sertraline HCl,Aurobindo Pharm,27746311,38398930,43654261,59565918,74267598
Venlafaxine HCl ER,Venlafaxine HCl,Aurobindo Pharm,24057685,38407940,70733965,81424165,76870047
Sevelamer Carbonate,Sevelamer Carbonate,Aurobindo Pharm,48118529,114577974,79450782,70469232,76970493
Gabapentin,Gabapentin,Aurobindo Pharm,50345361,86390244,106565103,96849464,86053810
Mirtazapine,Mirtazapine,Aurobindo Pharm,51482809,60629601,74333849,86754970,97157845
Pantoprazole Sodium*,Pantoprazole Sodium,Aurobindo Pharm,46959924,49112057,73071657,119373704,129194125
Losartan Potassium,Losartan Potassium,Aurobindo Pharm,79096450,77529274,147742551,110004828,149851041
Bupivacaine HCl,Bupivacaine HCl,Auromedics Phar,0,0,1264,1350,629
Dexamethasone Sodium Phosphate,Dexamethasone Sodium Phosp/PF,Auromedics Phar,0,0,0,0,833
Ondansetron HCl,Ondansetron HCl/PF,Auromedics Phar,52407,14711,20768,4779,975
Cyanocobalamin Injection,Cyanocobalamin (Vitamin B-12),Auromedics Phar,0,0,0,0,1554
Carboplatin,Carboplatin,Auromedics Phar,0,0,0,0,1627
Ondansetron HCl*,Ondansetron HCl,Auromedics Phar,36014,17974,6520,5628,2620
Tranexamic Acid*,Tranexamic Acid,Auromedics Phar,0,0,0,4491,2762
Vancomycin HCl*,Vancomycin HCl,Auromedics Phar,0,5697,16840,6350,4267
Bupivacaine HCl,Bupivacaine HCl/PF,Auromedics Phar,6901,4502,3624,6561,5416
Levetiracetam-NaCl,Levetiracetam In NaCl (Iso-Os),Auromedics Phar,5085,8278,0,3638,6016
Ibandronate Sodium*,Ibandronate Sodium,Auromedics Phar,270621,150014,146431,38331,6149
Progesterone,Progesterone,Auromedics Phar,0,0,1793,4109,8747
Milrinone In 5% Dextrose,Milrinone Lactate/D5W,Auromedics Phar,0,0,0,0,10422
Furosemide*,Furosemide,Auromedics Phar,0,0,8201,26710,14029
Acyclovir Sodium,Acyclovir Sodium,Auromedics Phar,43697,52842,28476,28833,16447
Dexamethasone Sodium Phosphate*,Dexamethasone Sodium Phosphate,Auromedics Phar,51667,63977,26599,21837,17519
Polymyxin B Sulfate,Polymyxin B Sulfate,Auromedics Phar,0,7265,13046,8534,18214
Methocarbamol*,Methocarbamol,Auromedics Phar,0,0,0,9334,20197
Levofloxacin*,Levofloxacin,Auromedics Phar,54143,70949,191504,110670,20433
Azithromycin*,Azithromycin,Auromedics Phar,6775,11392,28560,35906,21926
Levetiracetam*,Levetiracetam,Auromedics Phar,10494,12520,9483,27636,22329
Naloxone HCl*,Naloxone HCl,Auromedics Phar,0,0,0,1913,26086
Palonosetron HCl,Palonosetron HCl,Auromedics Phar,0,0,3098,15881,31843
Acetylcysteine*,Acetylcysteine,Auromedics Phar,15584,48903,24495,20380,44969
Esomeprazole Sodium,Esomeprazole Sodium,Auromedics Phar,34360,59123,50632,83555,56053
Lidocaine HCl*,Lidocaine HCl,Auromedics Phar,0,9838,57352,113151,95285
Olanzapine*,Olanzapine,Auromedics Phar,0,0,0,0,131019
Lidocaine HCl*,Lidocaine HCl/PF,Auromedics Phar,68186,143117,166538,178663,140051
Chlorpromazine HCl*,Chlorpromazine HCl,Auromedics Phar,0,0,0,8914,183008
Hydroxyprogesterone Caproate,Hydroxyprogesterone Caproat/PF,Auromedics Phar,0,0,181445,137124,219679
Tigecycline,Tigecycline,Auromedics Phar,0,0,26099,167384,227331
Linezolid-D5W,Linezolid In Dextrose 5%,Auromedics Phar,637936,227609,41692,23255,237283
Pantoprazole Sodium*,Pantoprazole Sodium,Auromedics Phar,45537,85168,121342,232136,314641
Fluphenazine Decanoate,Fluphenazine Decanoate,Auromedics Phar,0,1469061,1700626,1039339,446741
Ampicillin-Sulbactam*,Ampicillin Sodium/Sulbactam Na,Auromedics Phar,1346344,330729,487320,725682,557470
Ampicillin Sodium*,Ampicillin Sodium,Auromedics Phar,495974,404478,488273,599594,622289
Oxacillin Sodium*,Oxacillin Sodium,Auromedics Phar,1992317,781449,985211,1084662,642740
Nafcillin Sodium*,Nafcillin Sodium,Auromedics Phar,1064783,705519,724764,844277,860694
Sumatriptan Succinate*,Sumatriptan Succinate,Auromedics Phar,270229,364789,537257,957011,954991
Piperacillin-Tazobactam,Piperacillin Sodium/Tazobactam,Auromedics Phar,2567309,3742887,3206119,1868605,1140572
Fondaparinux Sodium,Fondaparinux Sodium,Auromedics Phar,0,223510,3388597,3328878,3909883
Meropenem,Meropenem,Auromedics Phar,1291271,2946211,9268728,10691147,11568302
Ertapenem,Ertapenem Sodium,Auromedics Phar,0,8396388,33227353,29797237,21732973
Unifine Pentips,"Pen Needle, Diabetic",Aurora Health.,3610,3295,1449,454,680
Unifine Pentips Plus,"Pen Needle, Diabetic",Aurora Health.,36126,28677,2615,1393,1109
Methocarbamol*,Methocarbamol,Austarpharma Ll,0,0,0,29893,24540
Solifenacin Succinate,Solifenacin Succinate,Austarpharma Ll,0,0,0,186032,93531
Fenofibrate,Fenofibrate,Austarpharma Ll,0,0,0,225972,169733
Dilatrate-Sr,Isosorbide Dinitrate,Auxilium/Endo P,122223,171793,178607,145834,10670
Edex,Alprostadil,Auxilium/Endo P,0,0,0,16175,15350
Testopel,Testosterone,Auxilium/Endo P,834191,877780,962785,444756,802135
Testim,Testosterone,Auxilium/Endo P,4695433,2738110,1773147,1342568,1119888
Theo-24,Theophylline Anhydrous,Auxilium/Endo P,7653983,8023219,7641500,7642696,7544987
Xiaflex,Collagenase Clostridium Hist.,Auxilium/Endo P,7895079,15915528,26574905,30987013,46325487
Nuedexta,Dextromethorphan HBr/Quinidine,Avanir Pharmace,225205945,251142553,234648216,212633559,187531133
Onzetra Xsail,Sumatriptan Succinate,Avanir/Currax P,1086048,1561931,1181407,411134,10752
Fotivda,Tivozanib HCl,Aveo Pharmaceut,0,0,0,0,22459910
Qutenza,Capsaicin/Skin Cleanser,Averitas Pharma,0,0,0,730180,1979006
Glyburide-Metformin HCl,Glyburide/Metformin HCl,Avet Pharmaceut,9644,4000,2180,1827,140
Lithium Carbonate ER,Lithium Carbonate,Avet Pharmaceut,0,0,0,0,970
Fluoxetine HCl,Fluoxetine HCl,Avet Pharmaceut,0,0,0,0,1427
Tranexamic Acid*,Tranexamic Acid,Avet Pharmaceut,0,0,10292,1437,1955
Venlafaxine HCl,Venlafaxine HCl,Avet Pharmaceut,132442,65973,55005,1661,2005
Ondansetron HCl,Ondansetron HCl/PF,Avet Pharmaceut,23969,15364,7802,6333,2227
Doxazosin Mesylate,Doxazosin Mesylate,Avet Pharmaceut,0,0,2845,1998,4023
Duloxetine HCl,Duloxetine HCl,Avet Pharmaceut,0,165334,646353,25247,4363
Metoclopramide HCl*,Metoclopramide HCl,Avet Pharmaceut,147,208,336,4250,5243
Ondansetron HCl*,Ondansetron HCl,Avet Pharmaceut,9061,5175,4516,7715,7807
Losartan Potassium,Losartan Potassium,Avet Pharmaceut,0,301195,1470532,63870,19845
Acarbose,Acarbose,Avet Pharmaceut,51905,31585,27770,13749,38704
Ketoprofen,Ketoprofen,Avet Pharmaceut,0,0,0,20062,47835
Furosemide*,Furosemide,Avet Pharmaceut,43552,63278,30961,35074,59249
Cidofovir,Cidofovir,Avet Pharmaceut,134098,194216,190218,105653,100934
Paromomycin Sulfate,Paromomycin Sulfate,Avet Pharmaceut,138557,138849,150152,114189,105546
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Avet Pharmaceut,210194,190095,147225,182784,155900
Nifedipine,Nifedipine,Avet Pharmaceut,2301,1980,763,28364,186525
Nimodipine,Nimodipine,Avet Pharmaceut,0,397859,315755,324219,239030
Doxercalciferol*,Doxercalciferol,Avet Pharmaceut,0,0,0,0,287058
Felodipine ER,Felodipine,Avet Pharmaceut,2899666,1982368,763000,822488,322677
Sulfasalazine,Sulfasalazine,Avet Pharmaceut,0,0,0,0,327468
Nadolol,Nadolol,Avet Pharmaceut,0,0,0,20670,350128
Allopurinol,Allopurinol,Avet Pharmaceut,0,0,0,0,507468
Amikacin Sulfate,Amikacin Sulfate,Avet Pharmaceut,817671,841546,539102,505086,547229
Ethosuximide,Ethosuximide,Avet Pharmaceut,705026,1128973,1102272,1191501,626833
Terazosin HCl,Terazosin HCl,Avet Pharmaceut,0,0,0,0,680526
Metronidazole*,Metronidazole,Avet Pharmaceut,0,75253,114182,332319,726531
Doxycycline Hyclate*,Doxycycline Hyclate,Avet Pharmaceut,1578695,1495542,1612854,1372396,881190
Nystatin*,Nystatin,Avet Pharmaceut,636261,668057,565845,649830,964528
Rasagiline Mesylate,Rasagiline Mesylate,Avet Pharmaceut,0,0,0,369208,964812
Desipramine HCl,Desipramine HCl,Avet Pharmaceut,637207,2484407,2862475,1542247,1074488
Acetazolamide ER,Acetazolamide,Avet Pharmaceut,5370081,3587560,4180410,2407328,1278327
Glyburide,Glyburide,Avet Pharmaceut,1145294,1188649,1533936,1928810,1565223
Tetracycline HCl,Tetracycline HCl,Avet Pharmaceut,3341868,4083724,3522712,2345708,1979826
Amantadine,Amantadine HCl,Avet Pharmaceut,0,1855283,2455896,2334195,2106238
Naratriptan HCl,Naratriptan HCl,Avet Pharmaceut,2143337,2108779,2140432,2815535,2317807
Glycopyrrolate*,Glycopyrrolate,Avet Pharmaceut,123888,1744902,2895168,3635260,2409386
Hydrochlorothiazide,Hydrochlorothiazide,Avet Pharmaceut,229782,106674,932551,3283739,2769688
Acetazolamide,Acetazolamide,Avet Pharmaceut,1807472,5917902,4646103,4973388,2925326
Desmopressin Acetate*,Desmopressin Acetate,Avet Pharmaceut,0,70764,955157,2290416,3409925
Buspirone HCl,Buspirone HCl,Avet Pharmaceut,0,0,887426,2785806,3501356
Verapamil HCl*,Verapamil HCl,Avet Pharmaceut,2118101,2377766,3034695,3061895,3547583
Enalapril Maleate,Enalapril Maleate,Avet Pharmaceut,0,0,0,136924,3714552
Glipizide-Metformin,Glipizide/Metformin HCl,Avet Pharmaceut,1060864,5808676,8197738,7558052,4068753
Labetalol HCl*,Labetalol HCl,Avet Pharmaceut,0,0,0,1036714,4168760
Modafinil,Modafinil,Avet Pharmaceut,0,1203926,3951502,4230883,4229650
Methimazole,Methimazole,Avet Pharmaceut,2003585,2772532,4362194,4906166,4388779
Calcium Acetate,Calcium Acetate,Avet Pharmaceut,9723503,11605956,6958468,1148920,5284118
Trospium Chloride,Trospium Chloride,Avet Pharmaceut,3754296,8428603,5324080,4922738,6050080
Doxycycline Monohydrate,Doxycycline Monohydrate,Avet Pharmaceut,4516949,7202738,7056543,5818134,6754124
Acyclovir*,Acyclovir,Avet Pharmaceut,984475,1519371,2815790,5615787,6834755
Bupropion HCl,Bupropion HCl,Avet Pharmaceut,537361,6789670,7976140,9307778,7188408
Leflunomide,Leflunomide,Avet Pharmaceut,32893258,29514789,24932718,12030919,8400937
Calcitriol*,Calcitriol,Avet Pharmaceut,0,3204870,8831123,9633821,9394229
Isosorbide Mononitrate ER,Isosorbide Mononitrate,Avet Pharmaceut,13383241,22708269,23933221,17062268,12076215
Metformin HCl,Metformin HCl,Avet Pharmaceut,49232913,56622245,76479560,41369194,14000611
Hydroxyzine HCl*,Hydroxyzine HCl,Avet Pharmaceut,7212543,8945548,7283815,18082813,14539047
Hydralazine HCl*,Hydralazine HCl,Avet Pharmaceut,22613037,25569571,30646296,35164530,26115292
Amikacin Sulfate,Amikacin Sulfate,Avet/Novaplus,0,0,0,0,8744
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Avet/Novaplus,5479,5945,33313,23288,11701
Prochlorperazine Edisylate,Prochlorperazine Edisylate,Avet/Premierpro,15583,2313,1706,8774,1214
Ondansetron HCl*,Ondansetron HCl,Avet/Premierpro,14691,30562,19139,12856,8334
Ondansetron HCl,Ondansetron HCl/PF,Avet/Premierpro,19634,41932,33261,33465,32163
Primacare,Prenatal 118/Iron/Folate 6/DHA,Avion Pharmaceu,11501,74791,34266,14573,5375
Prenate DHA,Prenatal 78/Iron/Folate 1/DHA,Avion Pharmaceu,56056,48570,44672,29638,5917
Prenate Elite,Prenatal 114/Iron A-G/Folate 1,Avion Pharmaceu,43450,40078,56385,52455,15143
Prenate Pixie,Prenatal Vit 85/Iron/FA 1/DHA,Avion Pharmaceu,13056,29740,44200,35091,16555
Balcoltra,Levonorgest/Eth.Estradiol/Iron,Avion Pharmaceu,0,0,0,12949,32971
Gloperba,Colchicine,Avion Pharmaceu,0,0,0,14676,34639
Prenate Mini,Prenatal Vit 87/Iron/Folic/DHA,Avion Pharmaceu,138384,186947,184351,136974,36062
Pantoprazole Sodium*,Pantoprazole Sodium,Avkare,23691,22420,18048,468,43
Metoclopramide HCl*,Metoclopramide HCl,Avkare,887,1073,884,596,70
Risperidone,Risperidone,Avkare,0,0,0,0,93
Glipizide,Glipizide,Avkare,0,0,0,787,118
Meclizine HCl,Meclizine HCl,Avkare,3324,4434,2995,524,129
Prenatal Plus,"PNV,Calcium 72/Iron/Folic Acid",Avkare,2723,3750,2626,189,130
Prednisone,Prednisone,Avkare,0,0,0,0,161
Buspirone HCl,Buspirone HCl,Avkare,2378,16818,1252,859,214
Zolpidem Tartrate*,Zolpidem Tartrate,Avkare,0,0,345,564,215
Benazepril HCl,Benazepril HCl,Avkare,3205,5466,1364,490,257
Terazosin HCl,Terazosin HCl,Avkare,0,0,0,0,334
Methylphenidate ER,Methylphenidate HCl,Avkare,0,14715,28443,915,409
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Avkare,19008,18505,10035,903,491
Hydroxyzine Pamoate,Hydroxyzine Pamoate,Avkare,22216,55648,49969,5775,585
Hydroxyurea,Hydroxyurea,Avkare,857,1309,1639,4094,635
Desloratadine,Desloratadine,Avkare,251,0,0,0,651
Sildenafil Citrate,Sildenafil Citrate,Avkare,29828,15930,0,1082,781
Lamotrigine,Lamotrigine,Avkare,60534,43921,19552,3216,815
Azelastine HCl*,Azelastine HCl,Avkare,34963,25446,15123,4476,832
Ibuprofen,Ibuprofen,Avkare,93735,112489,34144,265,961
Leflunomide,Leflunomide,Avkare,0,0,0,3724,1032
Verapamil HCl*,Verapamil HCl,Avkare,0,0,0,276,1086
Oxybutynin Chloride ER,Oxybutynin Chloride,Avkare,74257,86883,33589,7151,1101
Doxepin HCl*,Doxepin HCl,Avkare,0,3956,0,4598,1116
Fluoxetine HCl,Fluoxetine HCl,Avkare,1308,44152,45515,6366,1149
Irbesartan-Hydrochlorothiazide,Irbesartan/Hydrochlorothiazide,Avkare,823,1517,13435,9755,1228
Estradiol*,Estradiol,Avkare,0,0,0,0,1266
Prochlorperazine Maleate,Prochlorperazine Maleate,Avkare,0,0,0,0,1329
Sodium Fluoride*,Fluoride (Sodium),Avkare,0,0,147,1206,1392
Tenofovir Disoproxil Fumarate,Tenofovir Disoproxil Fumarate,Avkare,0,0,20148,3444,1412
Letrozole,Letrozole,Avkare,9386,26307,43813,34588,1535
Tizanidine HCl,Tizanidine HCl,Avkare,80764,86530,42019,6406,1567
Venlafaxine HCl ER,Venlafaxine HCl,Avkare,649,3499,3834,0,1600
Diclofenac Sodium-Misoprostol,Diclofenac Sodium/Misoprostol,Avkare,3167,5441,5597,1854,1644
Venlafaxine HCl,Venlafaxine HCl,Avkare,83600,72396,17707,2372,1645
Oseltamivir Phosphate,Oseltamivir Phosphate,Avkare,5437,202895,38298,41943,1661
Doxazosin Mesylate,Doxazosin Mesylate,Avkare,322720,103917,22269,2657,1730
Norgestimate-Ethinyl Estradiol,Norgestimate-Ethinyl Estradiol,Avkare,0,0,0,557,1844
Anastrozole,Anastrozole,Avkare,0,0,0,0,1967
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,Avkare,84177,704138,35108,0,2094
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Avkare,0,0,0,1459,2233
Mexiletine HCl,Mexiletine HCl,Avkare,6258,8061,6721,14983,2343
Montelukast Sodium,Montelukast Sodium,Avkare,59105,61149,57847,7100,2667
Torsemide,Torsemide,Avkare,1409,4167,11626,5974,2703
Fludrocortisone Acetate,Fludrocortisone Acetate,Avkare,14772,14395,7831,566,2931
Trazodone HCl,Trazodone HCl,Avkare,115680,92068,49350,8465,3181
Lamotrigine ER,Lamotrigine,Avkare,0,0,0,0,3843
Tadalafil,Tadalafil,Avkare,0,0,4060,87198,6335
Phenytoin Sodium Extended,Phenytoin Sodium Extended,Avkare,0,0,0,732,7453
Valsartan,Valsartan,Avkare,7941,0,0,0,7776
Isosorbide Dinitrate,Isosorbide Dinitrate,Avkare,4349,7018,5621,6669,8274
Cephalexin,Cephalexin,Avkare,20897,27338,20019,18077,8506
Potassium Chloride*,Potassium Chloride,Avkare,68707,33039,26086,16624,9336
Carbidopa-Levodopa,Carbidopa/Levodopa,Avkare,0,0,0,0,10145
Ramelteon,Ramelteon,Avkare,0,0,0,0,11128
Methotrexate*,Methotrexate Sodium,Avkare,314821,77700,9832,1426,11294
Dronabinol,Dronabinol,Avkare,0,0,0,6760,13510
Telmisartan,Telmisartan,Avkare,0,2923,5381,12462,13830
Tacrolimus*,Tacrolimus,Avkare,0,0,0,64408,14001
Cinacalcet HCl,Cinacalcet HCl,Avkare,0,0,0,0,15751
Ranolazine ER,Ranolazine,Avkare,0,0,0,0,19256
Liothyronine Sodium*,Liothyronine Sodium,Avkare,0,0,400,1479,24278
Yuvafem,Estradiol,Avkare,19640,55514,40119,20164,24403
Diltiazem 24hr ER (Cd),Diltiazem HCl,Avkare,49420,110952,122244,93443,31709
Midodrine HCl,Midodrine HCl,Avkare,202986,121584,23740,64681,37089
Abiraterone Acetate,Abiraterone Acetate,Avkare,0,0,395384,1273346,68278
Pravastatin Sodium,Pravastatin Sodium,Avkare,1404343,829624,239068,95097,70420
Dofetilide,Dofetilide,Avkare,0,0,92965,114405,89886
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,Avkare,35763,44152,1868621,569109,212177
Acitretin,Acitretin,Avkare,10673,583832,657388,567094,376441
Clobetasol Propionate,Clobetasol Propionate,Avkare,0,0,0,30970,593923
Diclofenac Sodium*,Diclofenac Sodium,Avkare*,28049,190042,423203,323280,132219
Sski,Potassium Iodide,Avondale Pharma,0,0,0,0,7809
Niacor,Niacin,Avondale Pharma,99897,1922288,2219124,1507000,650299
Sulfamethoxazole-Trimethoprim*,Sulfamethoxazole/Trimethoprim,Avpak,741,904,632,577,17
Hydroxyzine Pamoate,Hydroxyzine Pamoate,Avpak,0,0,0,0,48
Metformin HCl ER,Metformin HCl,Avpak,440,264,2382,701,55
Meclizine HCl,Meclizine HCl,Avpak,208,472,847,420,133
Cyclobenzaprine HCl,Cyclobenzaprine HCl,Avpak,179,1299,572,462,144
Bupropion XL,Bupropion HCl,Avpak,0,0,909,478,146
Celecoxib,Celecoxib,Avpak,0,0,0,0,157
Paroxetine HCl,Paroxetine HCl,Avpak,337,460,207,643,176
Nortriptyline HCl,Nortriptyline HCl,Avpak,283,1104,1019,307,187
Tamsulosin HCl,Tamsulosin HCl,Avpak,0,362,0,278,193
Atorvastatin Calcium,Atorvastatin Calcium,Avpak,5964,8362,3329,851,203
Losartan Potassium,Losartan Potassium,Avpak,270,661,2455,173,228
Montelukast Sodium,Montelukast Sodium,Avpak,730,5759,2251,871,341
Duloxetine HCl,Duloxetine HCl,Avpak,0,0,0,0,354
Finasteride,Finasteride,Avpak,5191,3702,1878,1656,423
Quetiapine Fumarate,Quetiapine Fumarate,Avpak,995,2571,1467,1041,427
Prochlorperazine Maleate,Prochlorperazine Maleate,Avpak,0,0,0,0,429
Entacapone,Entacapone,Avpak,0,0,0,1522,493
Nifedipine ER,Nifedipine,Avpak,1877,3350,8584,2434,499
Propranolol HCl*,Propranolol HCl,Avpak,0,557,3124,1046,525
Naproxen,Naproxen,Avpak,1313,2391,1727,550,551
Hydrocodone-Acetaminophen,Hydrocodone/Acetaminophen,Avpak,376,586,3587,2575,591
Famotidine*,Famotidine,Avpak,552,2504,7976,3050,605
Omega-3 Acid Ethyl Esters,Omega-3 Acid Ethyl Esters,Avpak,0,0,0,0,846
Chlorthalidone,Chlorthalidone,Avpak,0,0,0,0,887
Letrozole,Letrozole,Avpak,0,0,0,4463,1044
Meloxicam,Meloxicam,Avpak,897,1958,2420,957,1074
Primidone,Primidone,Avpak,598,558,0,840,1167
Oxybutynin Chloride ER,Oxybutynin Chloride,Avpak,2947,6605,6548,3117,1204
Metoprolol Succinate,Metoprolol Succinate,Avpak,0,0,1736,2260,1363
Pantoprazole Sodium*,Pantoprazole Sodium,Avpak,3483,8260,6084,2152,1513
