Station Name,Street Address,City,State,ZIP,Station Phone,Groups With Access Code,Access Days Time,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Open Date,EV Connector Types,Country,Facility Type,EV Pricing
CITY OF LAVISTA CABELAS 1,12501 Westport Pkwy,Omaha,NE,68138,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.179701,-96.109293,5/8/2023,201368,2023-05-08 00:28:35 UTC,11/19/2021,CHADEMO J1772COMBO,US,,
214 SHOWROOM EXPRESS250,214 Lancaster Ave,Devon,PA,19333,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.044816,-75.423959,5/8/2023,201380,2023-05-08 00:29:02 UTC,11/19/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR ABN TARGET DC2,2700 E Bell Rd,Auburn,CA,95603,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.942562,-121.09592,5/8/2023,201409,2023-05-08 00:29:09 UTC,11/19/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR ABN TARGET DC1,2700 Bell Rd,Auburn,CA,95603,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.942587,-121.095927,5/8/2023,201410,2023-05-08 00:29:09 UTC,11/19/2021,CHADEMO J1772COMBO,US,,
ETM ETM DC FAST,35463 Dumbarton Ct,Newark,CA,94560,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.54798,-122.05426,5/8/2023,201529,2023-05-08 00:29:12 UTC,11/23/2021,CHADEMO J1772COMBO,US,,
KV MAIN CAMPUS DC250 1,6300 183A Frontage Rd,Cedar Park,TX,78613,888-758-4389,Public,Mon 7:00am - 7:00pm; Tue 7:00am - 7:00pm; Wed 7:00am - 7:00pm; Thu 7:00am - 7:00pm; Fri 7:00am - 7:00pm; Sat 7:00am - 7:00pm; Sun 7:00am - 7:00pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,30.552032,-97.8171,5/8/2023,201534,2023-05-08 00:29:15 UTC,11/23/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR HANGTOWN DC2,1200 Broadway,Placerville,CA,95667,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.730282,-120.78805,5/8/2023,201565,2023-05-08 00:29:09 UTC,11/24/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR TARGET S. DC3,10424 Trinity Pkwy,Stockton,CA,95219,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.051026,-121.373769,5/8/2023,201596,2023-05-08 00:29:08 UTC,11/25/2021,CHADEMO J1772COMBO,US,,
AUTO WEST BMW MINI RMD DC (R),4331 Vanguard Rd,Richmond,BC,V6X 2P6,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,49.18163,-123.101547,5/8/2023,201643,2023-05-08 00:26:04 UTC,11/26/2021,J1772COMBO,CA,,
RUSS'S MARKET RUSS'S MARKET 2,13901 Guildford St,Waverly,NE,68462,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.91366,-96.53141,5/8/2023,201777,2023-05-08 00:29:23 UTC,11/30/2021,CHADEMO J1772COMBO,US,,
EDHICKSIMPORTS CPE250,3102 S Padre Island Dr,Corpus Christi,TX,78415,888-758-4389,Public,Mon 8:00am - 6:15pm; Tue 8:00am - 6:15pm; Wed 8:00am - 6:15pm; Thu 8:00am - 6:15pm; Fri 8:00am - 6:15pm; Sat 8:45am - 6:00pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,27.729892,-97.413559,5/8/2023,201807,2023-05-08 00:25:50 UTC,12/1/2021,CHADEMO J1772COMBO,US,,
CITY OF FARGO DCFC1,225 4th St N,Fargo,ND,58102,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,46.878773,-96.78356,5/8/2023,201963,2023-05-08 00:26:07 UTC,12/3/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR POLLOCK P. DC,6529 Pony Express Trail,Pollock Pines,CA,95726,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.763574,-120.575757,5/8/2023,202066,2023-05-08 00:29:29 UTC,12/6/2021,CHADEMO J1772COMBO,US,,
AUTO WEST BMW MINI RMD DC (L),4431 Vanguard Road,Richmond,BC,V6X 2P6,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,49.181636,-123.101843,5/8/2023,202077,2023-05-08 00:25:52 UTC,12/7/2021,J1772COMBO,CA,,
LIBERTY EMPIRE BIGAPPLE#2,2100 S Prigmor Ave,Joplin,MO,64804,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.067223,-94.40568,5/8/2023,202079,2023-05-08 00:27:06 UTC,12/7/2021,CHADEMO J1772COMBO,US,,
MAGUIRE HYUNDAI CPE250 #1,1910 Alvin Rd,Grand Island,NY,14072,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.011367,-78.968506,5/8/2023,202141,2023-05-08 00:29:26 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
MAGUIRE HYUNDAI CPE250 #2,1910 Alvin Rd,Grand Island,NY,14072,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.011348,-78.96849,5/8/2023,202142,2023-05-08 00:29:26 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR GROVELAND M DC1,18990 CA-120,Groveland,CA,95321,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.840565,-120.226499,5/8/2023,202151,2023-05-08 00:29:29 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
GEORGIA POWER RCHMND HILL DC2,3980 US-17,Richmond Hill,GA,31324,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,31.930511,-81.32796,5/8/2023,202154,2023-05-08 00:29:30 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
GEORGIA POWER RCHMND HILL DC1,3980 US-17,Richmond Hill,GA,31324,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,31.93049,-81.32793,5/8/2023,202155,2023-05-08 00:29:30 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
KUM & GO STATION 1,2963 E Division St,Springfield,MO,65803,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.224931,-93.23469,5/8/2023,202157,2023-05-08 00:29:30 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
KUM & GO STATION 2,2963 E Division St,Springfield,MO,65803,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.224929,-93.234647,5/8/2023,202158,2023-05-08 00:29:30 UTC,12/8/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR GROVELAND M DC2,18990 CA-120,Groveland,CA,95321,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,37.840572,-120.226534,5/8/2023,202253,2023-05-08 00:29:29 UTC,12/9/2021,CHADEMO J1772COMBO,US,,
MB PLANO MB OF PLANO,6455 Dallas Pkwy,Plano,TX,75024,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.061901,-96.828469,5/8/2023,202315,2023-05-08 00:29:08 UTC,12/10/2021,CHADEMO J1772COMBO,US,,
POTOMAC EDISON FROSTBURG DC 1,65 E Main St,Frostburg,MD,21532,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.656334,-78.926924,5/8/2023,202340,2023-05-08 00:29:32 UTC,12/10/2021,CHADEMO J1772COMBO,US,,
POTOMAC EDISON FROSTBURG DC 2,65 E Main St,Frostburg,MD,21532,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.656334,-78.92702,5/8/2023,202341,2023-05-08 00:29:32 UTC,12/10/2021,CHADEMO J1772COMBO,US,,
WASHTENAW BP 2,4975 Washtenaw Ave,Ann Arbor,MI,48108,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.25076,-83.66148,5/8/2023,202411,2023-05-08 00:29:12 UTC,12/11/2021,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 38351 CMRCE DC4",15200 E 120th Ave,Commerce City,CO,80022,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914063,-104.809666,5/8/2023,202423,2023-05-08 00:29:30 UTC,12/11/2021,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 38351 CMRCE DC1",15200 E 120th Ave,Commerce City,CO,80022,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914057,-104.809494,5/8/2023,202424,2023-05-08 00:29:30 UTC,12/11/2021,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 38351 CMRCE DC2",15200 E 120th Ave,Commerce City,CO,80022,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914061,-104.809565,5/8/2023,202426,2023-05-08 00:29:30 UTC,12/11/2021,CHADEMO J1772COMBO,US,,
"7-ELEVEN, INC. 38351 CMRCE DC3",15200 E 120th Ave,Commerce City,CO,80022,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.914064,-104.80964,5/8/2023,202428,2023-05-08 00:29:30 UTC,12/11/2021,CHADEMO J1772COMBO,US,,
OMAHA OMAHA ILOT 3-2,1703 Chicago St,Omaha,NE,68102,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.263546,-95.94042,5/8/2023,202532,2023-05-08 00:29:08 UTC,12/15/2021,CHADEMO J1772COMBO,US,,
MMVW CHARGER DC WALLBOX,1580 Auto Mall Loop,Colorado Springs,CO,80920,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.953045,-104.79413,5/8/2023,202675,2023-05-08 00:27:56 UTC,12/16/2021,J1772COMBO,US,,
GOOD FUND DC FAST CHARGE,333 Smith St.,Providence,RI,2908,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.83451,-71.42224,5/8/2023,202687,2023-05-08 00:29:27 UTC,12/16/2021,CHADEMO J1772COMBO,US,,
GEORGIA POWER VILLA RICA DC1,584 Highway 61,Villa Rica,GA,30180,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.71849,-84.938047,5/8/2023,202741,2023-05-08 00:29:33 UTC,12/17/2021,CHADEMO J1772COMBO,US,,
GEORGIA POWER VILLA RICA DC2,584 Highway 61,Villa Rica,GA,30180,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.718529,-84.938071,5/8/2023,202742,2023-05-08 00:29:33 UTC,12/17/2021,CHADEMO J1772COMBO,US,,
GEORGIA POWER GREENSBORO DC 2,1011 Town Creek Blvd,Greensboro,GA,30642,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.552326,-83.201474,5/8/2023,202747,2023-05-08 00:29:41 UTC,12/17/2021,CHADEMO J1772COMBO,US,,
GEORGIA POWER GREENSBORO DC 1,1011 Town Creek Blvd,Greensboro,GA,30642,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,33.552318,-83.201438,5/8/2023,202748,2023-05-08 00:29:41 UTC,12/17/2021,CHADEMO J1772COMBO,US,,
MCFARLAND EV CPE250,100 Industrial St,McFarland,CA,93250,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.674953,-119.225583,5/8/2023,202780,2023-05-08 00:27:58 UTC,12/18/2021,CHADEMO J1772COMBO,US,,
MCFARLAND EV CPE250OTH,100 Industrial St,McFarland,CA,93250,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.675057,-119.225645,5/8/2023,202781,2023-05-08 00:27:59 UTC,12/18/2021,CHADEMO J1772COMBO,US,,
CITY OF WILSON CHICFILA2DCFAST,5100 Raleigh Rd Pkwy W,Wilson,NC,27896,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.764437,-78.010021,5/8/2023,202800,2023-05-08 00:29:33 UTC,12/18/2021,CHADEMO J1772COMBO,US,,
MB OF BUFFALO DC MERC BUFF 2,8185 Main St,Williamsville,NY,14221,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964544,-78.688794,5/8/2023,202804,2023-05-08 00:29:41 UTC,12/18/2021,CHADEMO J1772COMBO,US,,
MB OF BUFFALO DC MERC BUFF 1,8185 Main St,Williamsville,NY,14221,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.964535,-78.688731,5/8/2023,202805,2023-05-08 00:29:41 UTC,12/18/2021,CHADEMO J1772COMBO,US,,
MCC SOC AUTO BLDG,2900 Edward Babe Gomez Ave,Omaha,NE,68107,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.209315,-95.958801,5/8/2023,202845,2023-05-08 00:27:27 UTC,12/21/2021,CHADEMO J1772COMBO,US,,
DC CORRIDOR INYOKERN DC2,4467 US-395,Inyokern,CA,93527,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.702086,-117.868683,5/8/2023,202864,2023-05-08 00:29:43 UTC,12/21/2021,CHADEMO J1772COMBO,US,,
LIBERTY VW DC WALLBOX 2,920 South Milwaukee Avenue,Libertyville,IL,60048,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.271411,-87.948817,5/8/2023,202866,2023-05-08 00:29:43 UTC,12/21/2021,CHADEMO J1772COMBO,US,,
MB NEW LONDON FAST CHARGER,488 Colman Street,New London,CT,6320,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.362767,-72.117465,5/8/2023,202905,2023-05-08 00:29:01 UTC,12/22/2021,J1772COMBO,US,,
GLE STATION 8,900 Marlette Rd,Waters,MI,49797,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.879019,-84.685631,5/8/2023,202948,2023-05-08 00:24:42 UTC,12/23/2021,CHADEMO J1772COMBO,US,,
DIVER CHEVY EXTERNAL FAST,1301 N Grant Ave,Wilmington,DE,19806,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,39.757682,-75.568278,5/8/2023,202959,2023-05-08 00:29:29 UTC,12/23/2021,CHADEMO J1772COMBO,US,,
MARKLEY MOTOR 1 MARKLEY GM CP2,3325 S College Ave,Fort Collins,CO,80525,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.541602,-105.077739,5/8/2023,202999,2023-05-08 00:28:52 UTC,12/24/2021,CHADEMO J1772COMBO,US,,
GARY ROME LVL 3 STATION 1,150 Whiting Farms Rd,Holyoke,MA,1040,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.182502,-72.637035,5/8/2023,203029,2023-05-08 00:28:50 UTC,12/25/2021,CHADEMO J1772COMBO,US,,
HYUNDAI PAD DC 1,7724 NE Loop 820,North Richland Hills,TX,76180,888-758-4389,Public,Mon 8:00am - 6:30pm; Tue 8:00am - 6:30pm; Wed 8:00am - 6:30pm; Thu 8:00am - 6:30pm; Fri 8:00am - 6:30pm; Sat 8:00am - 6:00pm; Sun 10:15pm - 10:30pm,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.831274,-97.214221,5/8/2023,203032,2023-05-08 00:29:33 UTC,12/26/2021,CHADEMO J1772COMBO,US,,
GARY ROME LVL 3 STATION 2,150 Whiting Farms Rd,Holyoke,MA,1040,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.18238,-72.637017,5/8/2023,203088,2023-05-08 00:29:47 UTC,12/28/2021,CHADEMO J1772COMBO,US,,
MB ONTARIO DC FAST 1,3787 E Guasti Rd,Ontario,CA,91761,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.066529,-117.571533,5/8/2023,203124,2023-05-08 00:27:19 UTC,12/29/2021,CHADEMO J1772COMBO,US,,
MB ONTARIO DC FAST 2,3787 E Guasti Rd,Ontario,CA,91761,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.066565,-117.571587,5/8/2023,203125,2023-05-08 00:27:19 UTC,12/29/2021,CHADEMO J1772COMBO,US,,
MBA200 OUTSIDE SALES 3,200 South Pickett Street,Alexandria,VA,22304,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.808699,-77.122703,5/8/2023,203128,2023-05-08 00:28:37 UTC,12/29/2021,J1772COMBO,US,,
MBZOXNARD FAST CHARGE 1,1511 Auto Center Dr,Oxnard,CA,93036,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.228977,-119.15517,5/8/2023,203139,2023-05-08 00:29:48 UTC,12/29/2021,CHADEMO J1772COMBO,US,,
POHANKA HYUNDAI CPE250,1772 RITCHIE STATION CT Ritchie Station Marke,CAPITOL HEIGHTS,MD,20743,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.865332,-76.84884,5/8/2023,203292,2023-05-08 00:29:28 UTC,12/30/2021,CHADEMO J1772COMBO,US,,
BERTHOUD REC CPE250,1000 Berthoud Pkwy,Berthoud,CO,80513,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.311796,-105.091856,5/8/2023,203340,2023-05-08 00:28:46 UTC,12/31/2021,CHADEMO J1772COMBO,US,,
EUREKA POINTE EUREKA DC1,245 E 5th St,Eureka,MO,63025,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.506703,-90.620856,5/8/2023,203346,2023-05-08 00:29:49 UTC,12/31/2021,CHADEMO J1772COMBO,US,,
EUREKA POINTE EUREKA DC2,245 E 5th St,Eureka,MO,63025,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.506689,-90.620817,5/8/2023,203347,2023-05-08 00:29:49 UTC,12/31/2021,CHADEMO J1772COMBO,US,,
UCSD NUEVOWEST DCFC2,15 Miramar St,San Diego,CA,92037,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.876368,-117.222206,5/8/2023,203367,2023-05-08 00:29:54 UTC,1/1/2022,CHADEMO J1772COMBO,US,,
UCSD NUEVOWEST DCFC1,15 Miramar St,San Diego,CA,92037,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,32.876354,-117.222239,5/8/2023,203368,2023-05-08 00:29:54 UTC,1/1/2022,CHADEMO J1772COMBO,US,,
CPU DC STATION 1,850 Officers Row,Vancouver,WA,98661,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.629395,-122.663203,5/8/2023,204258,2023-05-08 00:29:46 UTC,1/4/2022,CHADEMO J1772COMBO,US,,
CPU DC STATION 2,850 Officers Row,Vancouver,WA,98661,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,45.629428,-122.663273,5/8/2023,204259,2023-05-08 00:29:46 UTC,1/4/2022,CHADEMO J1772COMBO,US,,
CITGO CHARGER LEFT,3440 Main St,Deckerville,MI,48427,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.524946,-82.734412,5/8/2023,204400,2023-05-08 00:23:41 UTC,1/7/2022,CHADEMO J1772COMBO,US,,
CITGO CHARGER RIGHT,Citgo of Deckerville 3440 Main Street,Deckerville,MI,48427,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,43.525169,-82.734526,5/8/2023,204405,2023-05-08 00:28:20 UTC,1/7/2022,CHADEMO J1772COMBO,US,,
DEPOT EAST LOT DC #2,1170 W 3rd St,San Bernardino,CA,92410,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,34.104306,-117.308741,5/8/2023,204484,2023-05-08 00:07:51 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
AUTO WEST GROUP BLUE DC CAMBIE,10780 Cambie Road,Richmond,BC,V6X 1K8,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,49.184243,-123.103884,5/8/2023,204486,2023-05-08 00:14:52 UTC,1/8/2022,J1772COMBO,CA,,
FAST FUEL 2 STATION 1,501 Lilly Rd SE,Olympia,WA,98501,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,47.04451,-122.8451,5/8/2023,204497,2023-05-08 00:29:20 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
CHERRY MAGNOLIA CHERRY MAG 03,138 Magnolia Ave,Auburn,CA,95603,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.899975,-121.067492,5/8/2023,204502,2023-05-08 00:29:30 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
TOWN PUMP WF#2 STA 4,6024 U.S. 93 S,Whitefish,MT,59937,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,48.37943,-114.33515,5/8/2023,204510,2023-05-08 00:29:48 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
TOWN PUMP WF#2 STA 3,6024 U.S. 93 S,Whitefish,MT,59937,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,48.379604,-114.335206,5/8/2023,204511,2023-05-08 00:29:48 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
TOWN PUMP WF#2 STA 2,6024 U.S. 93 S,Whitefish,MT,59937,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,48.379627,-114.335122,5/8/2023,204512,2023-05-08 00:29:48 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
TOWN PUMP WF#2 STA 1,6024 U.S. 93 S,Whitefish,MT,59937,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,48.379752,-114.335167,5/8/2023,204514,2023-05-08 00:29:48 UTC,1/8/2022,CHADEMO J1772COMBO,US,,
CHERRY MAGNOLIA CHERRY MAG 02,145 Magnolia Ave,Auburn,CA,95603,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.899922,-121.06751,5/8/2023,204629,2023-05-08 00:29:57 UTC,1/11/2022,CHADEMO J1772COMBO,US,,
CHERRY MAGNOLIA CHERRY MAG 04,138 Magnolia Ave,Auburn,CA,95603,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,38.900005,-121.067434,5/8/2023,204630,2023-05-08 00:29:57 UTC,1/11/2022,CHADEMO J1772COMBO,US,,
MBOL MBOL FRONT SRFC,5100 Main St,East Petersburg,PA,17520,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.085543,-76.345232,5/8/2023,204663,2023-05-08 00:29:09 UTC,1/12/2022,CHADEMO J1772COMBO,US,,
FAST FUEL 2 STATION 2,501 Lilly Rd SE,Olympia,WA,98501,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,47.044497,-122.845142,5/8/2023,204664,2023-05-08 00:29:23 UTC,1/12/2022,CHADEMO J1772COMBO,US,,
LCM HYUNDAI LCM HY CUST FC,5250 Main St,East Petersburg,PA,17520,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.08815,-76.34629,5/8/2023,204717,2023-05-08 00:29:47 UTC,1/13/2022,CHADEMO J1772COMBO,US,,
MCC South DC Fast Charger,3003 Gomez Ave,Omaha,NE,68107,531-622-2621,Public,24 hours daily,4,1,ChargePoint Network,http://www.chargepoint.com/,200-8,41.207548,-95.954602,3/8/2023,204727,2023-03-08 17:16:33 UTC,7/26/2021,CHADEMO J1772 J1772COMBO,US,COLLEGE_CAMPUS,
MIKES MARKET ERNIE,601 N Bear Lake Blvd,Garden City,UT,84028,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.957032,-111.398944,5/8/2023,204745,2023-05-08 00:28:23 UTC,1/14/2022,CHADEMO J1772COMBO,US,,
MIKES MARKET BERT,601 N Bear Lake Blvd,Garden City,UT,84028,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,41.957066,-111.398975,5/8/2023,204746,2023-05-08 00:28:23 UTC,1/14/2022,CHADEMO J1772COMBO,US,,
KIA LOT KIA LOT FC,5250 Main St,East Petersburg,PA,17520,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,40.087612,-76.346214,5/8/2023,204748,2023-05-08 00:29:12 UTC,1/14/2022,CHADEMO J1772COMBO,US,,
GLE STATION 7,900 Marlette Rd,Waters,MI,49797,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.878935,-84.68558,5/8/2023,204761,2023-05-08 00:29:45 UTC,1/14/2022,CHADEMO J1772COMBO,US,,
ENERGICA ROBS DYNO SERV,45 Fredette Street,Gardner,MA,1440,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,42.573067,-72.013068,5/8/2023,204762,2023-05-08 00:29:56 UTC,1/14/2022,J1772COMBO,US,,
SUNCOMMON FAST CHARGER 2,5 Dorset St,South Burlington,VT,5403,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.467645,-73.182305,5/8/2023,204772,2023-05-08 00:30:01 UTC,1/14/2022,CHADEMO J1772COMBO,US,,
MB RALEIGH STATIONABB,5607 Capital Blvd,Raleigh,NC,27616,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,35.863763,-78.582846,5/8/2023,204934,2023-05-08 00:29:57 UTC,1/15/2022,J1772COMBO,US,,
MOUNTAINVIEW MM MOUNTAINVIEW MM,13033 Cadillac Hwy,Thompsonville,MI,49683,888-758-4389,Public,24 hours daily,,1,ChargePoint Network,http://www.chargepoint.com/,GPS,44.513602,-85.978814,5/8/2023,204937,2023-05-08 00:30:00 UTC,1/15/2022,CHADEMO J1772COMBO,US,,
